Si,Al,Fe,Mg,Ca,Na,K,Ti,Mn,Sr,Y,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
278123.7778,86267.86299,45472.33326,24724.47177,47884.28137,29451.7418,12037.14277,4614.940312,774.4576352,615,13.8,16.2,33,4.325450398,18,3.9,1,3.4,0.491826919,2.5,0.499251524,1.3,0.192393439,1.2,0.183354037
305001.2857,81716.30703,31558.57659,15015.59383,33018.71342,31528.94273,15689.79298,3056.648778,542.1203446,497,9.9,15,29,3.69777562,14.8,2.9,0.8,2.5,0.351494566,1.7,0.342221037,0.9,0.138506017,0.9,0.137515528
312713.9619,82827.73348,23785.52817,6995.216403,23870.67161,33754.51516,15938.83732,2217.568722,619.5661082,545,11.6,19.6,38,4.805448685,19,3.5,0.9,2.8,0.408055215,2.1,0.42073628,1.1,0.169285132,1.1,0.168074534
271112.2539,87061.73903,49203.39651,28161.77638,46454.89983,30267.78503,10625.89155,4794.743182,851.9033987,636,12.9,15,31,4.123297911,17.5,3.8,1,3.6,0.509967623,2.5,0.499251524,1.3,0.184722632,1.1,0.168074534
253349.727,87590.98972,58064.67171,35036.38561,52887.11674,26855.24063,7803.389104,5274.2175,929.3491622,634,13.5,13.3,27,3.668227071,16,3.7,1.1,3.3,0.490093966,2.6,0.527411585,1.4,0.192441382,1.1,0.168074534
257089.2063,82033.85744,55965.94863,34674.56407,58604.64287,25965.01166,12618.24621,4435.137443,1006.794926,1000,15.8,26,50,6.526022253,27,5,1.4,3.7,0.548387568,2.9,0.594829268,1.6,0.230891304,1.4,0.213913043
289622.6768,86532.48833,41819.00051,19658.97024,38879.17771,30935.45675,15274.7191,4255.334574,619.5661082,557.92,13.49,17.38,36.73,4.68291993,18.74,3.43,1.08,3.32,0.4728308,2.34,0.474670427,1.26,0.177032648,1.04,0.158906832
279526.0825,83356.98418,50136.16232,28041.1692,47383.99783,25594.08293,8301.47777,3775.860256,851.9033987,445,12.6,8,16.2,2.241548934,10,2.3,0.76,2.55,0.396385433,2.25,0.454445122,1.2,0.183140528,1.18,0.180298137
302897.8286,81134.13126,32724.53385,11517.98563,27730.00175,33754.51516,16270.89643,3176.517358,929.3491622,442.68,10.54,10.68,21.61,2.86,11.99,2.5,0.75,2.27,0.32,1.75,0.35,0.95,0.14006415,0.87,0.13
278450.9822,84838.88612,48192.90021,28764.81228,46454.89983,26187.56891,8965.595991,3596.057386,851.9033987,438.22,11.56,7.73,15.13,2.06004068,9.01,2.26,0.7,2.29,0.356660242,2.03,0.421499238,1.15,0.179281153,1.18,0.180298137
274991.9638,87273.4393,49669.77941,25267.20408,47955.75044,24407.11096,10459.86199,3476.188807,929.3491622,403.36,15.06,8.27,16.21,2.162095802,9.21,2.15,0.68,2.4,0.395987223,2.43,0.493189482,1.31,0.224615625,1.61,0.246
279526.0825,83356.98418,50136.16232,28041.1692,47383.99783,25594.08293,8301.47777,3775.860256,851.9033987,445,12.6,8,16.2,2.241548934,10,2.3,0.76,2.55,0.396385433,2.25,0.454445122,1.2,0.183140528,1.18,0.180298137
292614.2603,89972.61784,42674.03583,15075.89742,43953.48215,28413.14133,9712.728991,3476.188807,774.4576352,460,14,8.7,19.5,2.592868591,11,2.766972028,0.75,2.333578102,0.365749108,2.1,0.43779878,1.2,0.182756988,1.175,0.179534161
280928.3873,88384.86576,47182.40392,22915.36408,49027.78659,26706.86914,10376.84721,3835.794545,851.9033987,475,14.6,11,22,2.985165327,13,2.3,0.75,2.5,0.388181558,2.2,0.465958841,1.3,0.200064247,1.3,0.19863354
274150.5809,83092.35883,53867.22556,30151.79484,52529.77135,24110.36797,9546.699435,3596.057386,929.3491622,410,14.6,8,16.5,2.315022792,10.5,2.620289866,0.7,2.242721676,0.364845509,2.2,0.465958841,1.3,0.202365489,1.33,0.203217391
280460.9524,89443.36715,48270.6307,23035.97126,51457.7352,25965.01166,10127.80288,3715.925966,851.9033987,450,16,9.2,19,2.555021935,11,2.766972028,0.75,2.441437181,0.4048819,2.5,0.533376524,1.5,0.223172554,1.4,0.213913043
288874.7809,88914.11645,43606.80164,18271.98767,45025.5183,27448.72662,10376.84721,3536.123096,774.4576352,480,13,9.3,18.5,2.51717528,11,2.701252667,0.7,2.188792137,0.345279114,2,0.42670122,1.2,0.179305124,1.13,0.172658385
255920.619,80446.10536,62961.69221,47458.92508,62535.44209,21142.93807,6392.137883,3955.663125,1161.686453,389.11,15.76,6.13,13.2,1.9,8.86,2.36,0.78,2.55,0.42,2.59,0.55,1.54,0.234697943,1.51,0.22
275786.6032,85209.3616,51768.50249,29428.15177,49671.00828,25074.78269,8467.507325,3596.057386,929.3491622,440,14,7.9,14.5,2.082410786,9.7,2.45,0.77,2.55,0.403722832,2.35,0.491136433,1.35,0.207759026,1.35,0.206273292
286070.1714,88384.86576,42674.03583,16462.87998,43238.79138,27300.35512,9463.684658,3416.254517,774.4576352,450,14,8.3,18,2.479328624,11,2.766972028,0.75,2.360542872,0.375532306,2.2,0.465958841,1.3,0.187023874,1.13,0.172658385
280928.3873,89178.7418,41974.46148,16462.87998,41094.71908,28561.51283,9795.743768,3356.320227,774.4576352,452.31,13.37,8.35,19,2.31,10.21,2.47,0.77,2.52,0.38,2.24,0.46,1.2,0.180839286,1.15,0.17
285135.3016,88384.86576,43373.61019,16885.00511,43238.79138,27448.72662,10044.7881,3476.188807,774.4576352,465,14.2,9.2,19,2.656553664,12,2.92889763,0.75,2.414472411,0.395098702,2.4,0.471091463,1.2,0.179305124,1.13,0.172658385
287472.4762,88649.49111,41819.00051,15256.80819,40380.02832,27077.79788,10542.87677,3416.254517,774.4576352,440,13.5,8.65,19,2.656553664,12,2.92889763,0.75,2.414472411,0.395098702,2.4,0.488153963,1.3,0.188558036,1.15,0.175714286
294016.5651,90766.49388,40808.50421,13688.91486,42595.56969,29303.37031,10127.80288,3356.320227,697.0118717,470,12.6,8.5,17,2.403635312,11,2.766972028,0.75,2.333578102,0.365749108,2.1,0.40367378,1,0.153895575,1,0.152795031
292146.8254,88914.11645,43606.80164,17307.13024,45740.20907,27448.72662,9546.699435,3416.254517,774.4576352,464.74,14.35,8.17,17.44,2.41,10.58,2.6,0.83,2.62,0.4,2.43,0.48,1.32,0.197005512,1.24,0.18
282798.127,88702.41618,42440.84438,16885.00511,42452.63154,28932.44157,9712.728991,3416.254517,774.4576352,439.95,12.08,7.62,17.07,2.218054194,9.12,2.5,0.72,2.2,0.360970503,2.2,0.414771341,1,0.166935947,1.17,0.178770186
289201.9854,90766.49388,42596.30535,15739.23691,42452.63154,29674.29904,9961.773324,3476.188807,774.4576352,441.23,12.72,8.35,16.12,2.250723229,10.15,2.12,0.78,2.31,0.375350329,2.26,0.443611128,1.13,0.180038645,1.21,0.184881988
281676.2832,87749.76493,39176.16404,14533.16511,40094.15201,28338.95559,10044.7881,3056.648778,697.0118717,430.6,12.03,7.95,18.78,2.414500698,9.78,2.73,0.83,2.38,0.366291039,2.05,0.42030625,1.13,0.176970322,1.17,0.178770186
289435.7028,91348.66964,41585.80905,14834.68306,41809.40985,29600.1133,9961.773324,3356.320227,774.4576352,447.5,12.4,8.21,16.38,2.214561039,9.6,2.59,0.78,2.45,0.385113862,2.22,0.420403354,1.02,0.167712616,1.16,0.177242236
288968.2679,90184.31812,42440.84438,14714.07588,41952.348,29525.92755,9795.743768,3476.188807,697.0118717,447.78,12.28,7.6,17.87,2.399431601,10.31,2.21,0.89,2.56,0.387020111,2.11,0.368952287,0.79,0.152260734,1.19,0.181826087
284013.4578,89919.69277,41119.42615,15498.02255,41666.4717,28932.44157,9878.758546,3296.385937,697.0118717,446,12.37,8.51,19.02,2.514907793,10.59,1.99,0.83,2.81,0.400891112,1.99,0.292503963,0.42,0.121400116,1.16,0.177242236
287565.9632,90925.26909,40963.96518,15136.20101,41809.40985,29303.37031,10210.81766,3356.320227,697.0118717,450.75,12.58,8.17,17.84,2.359594062,9.94,2.6,0.86,2.46,0.384553417,2.2,0.435246341,1.12,0.175431366,1.16,0.177242236
287986.6546,90290.16826,41197.15663,15739.23691,42452.63154,29377.55605,9795.743768,3236.451648,697.0118717,442.05,12.2,7.83,16.56,2.275905747,10.07,1.97,0.84,2.42,0.373587878,2.1,0.41903003,1.09,0.178485307,1.23,0.187937888
270364.3581,95265.12477,50447.08425,21407.77434,49313.6629,30045.22778,8882.581214,4375.203153,774.4576352,512.58,12.72,8.55,18.9,2.538314749,10.91,2.23,0.91,2.73,0.401705969,2.1,0.47192378,1.4,0.207782997,1.3,0.19863354
288173.6286,90290.16826,41508.07857,14472.86152,41452.06447,29154.99881,10376.84721,3356.320227,697.0118717,445.04,12.39,7.74,17.74,2.327657116,9.7,2.62,0.72,2.42,0.375055358,2.12,0.392243293,0.92,0.158459705,1.14,0.174186335
286257.1454,89443.36715,44306.376,17548.3446,43524.66769,28487.32708,9546.699435,3476.188807,774.4576352,433.38,12.63,7.96,17.01,2.248033383,9.46,2.78,0.87,2.45,0.369705325,2.01,0.420985976,1.16,0.180053028,1.18,0.180298137
283966.7143,89813.84263,43762.26261,17307.13024,43739.07492,28932.44157,9629.714213,3416.254517,774.4576352,438.57,12.58,7.79,15.73,2.238463231,10.32,2.5,0.85,2.37,0.3800588,2.25,0.469801372,1.29,0.190087403,1.18,0.180298137
274945.2203,85685.68723,49125.66602,26412.97228,47383.99783,26039.19741,9048.610769,3596.057386,851.9033987,431.18,12.23,7.26,16.83,2.185673357,8.98,2.59,0.7,2.21,0.35454014,2.1,0.46168628,1.34,0.200850505,1.27,0.194049689
285602.7365,91295.74457,41430.34809,12121.02153,41094.71908,28190.58409,12203.17232,3236.451648,774.4576352,440,14.5,11.4,24,3.085786086,12.5,2.94414107,0.7,2.242721676,0.364845509,2.2,0.483021341,1.4,0.207782997,1.3,0.19863354
280928.3873,83092.35883,43606.80164,25206.90049,42524.10062,24926.4112,9629.714213,2697.04304,929.3491622,383,14,10.2,21.5,3.150382129,15,3.585544772,0.88,2.693842751,0.413101176,2.3,0.494118902,1.4,0.207782997,1.3,0.19863354
296353.7397,84150.86021,36921.98,15859.84409,36234.82187,27597.09811,12867.29054,2936.780199,619.5661082,435,10.5,10.5,20,2.732246976,12,2.797458908,0.65,2.017041401,0.315025921,1.8,0.370381098,1,0.146224767,0.9,0.137515528
302897.8286,85738.61229,31247.65465,14291.95075,35019.84757,28561.51283,11871.11321,2277.503011,697.0118717,455,10,11.7,22.5,2.972246119,12.5,2.4,0.65,2.2,0.324283511,1.7,0.342221037,0.9,0.138506017,0.9,0.137515528
292614.2603,85209.3616,39487.08598,16161.36203,39307.99217,28932.44157,11622.06888,3296.385937,464.6745811,470,9.7,10,23,3.060858639,13,2.3,0.7,2.4,0.349761613,1.8,0.370381098,1,0.134718556,0.75,0.114596273
285135.3016,84680.11091,42984.95777,20201.70254,43739.07492,26558.49764,12203.17232,3116.583068,774.4576352,455,12,10.6,23,3.060858639,13,3.025103871,0.7,2.188792137,0.345279114,2,0.40963872,1.1,0.159696623,0.975,0.148975155
290978.2381,85209.3616,42285.38341,18995.63075,40237.09016,26706.86914,11705.08366,3056.648778,774.4576352,399,11.5,10.7,21,2.858706152,12.5,2.957284942,0.71,2.185391606,0.337633275,1.9,0.398541159,1.1,0.160080163,0.98,0.14973913
283265.5619,88649.49111,47571.05634,17488.04101,42166.75523,26484.3119,10957.95066,3236.451648,851.9033987,420,13.2,10.2,20.5,2.820859496,12.5,3.00986043,0.75,2.333578102,0.365749108,2.1,0.45486128,1.3,0.196995924,1.26,0.192521739
287005.0413,90501.86853,45316.8723,15859.84409,39450.93032,27597.09811,10791.9211,2816.911619,929.3491622,500,13.4,12.7,24,3.288849544,14.5,3.399430994,0.8,2.478364068,0.386219103,2.2,0.465958841,1.3,0.191626359,1.19,0.181826087
303832.6984,80975.35606,35522.83129,16221.66562,30731.70297,27671.28386,15855.82254,3416.254517,542.1203446,419,10.3,10.9,20.5,2.770093631,12,2.955185374,0.77,2.286329887,0.335782635,1.75,0.381894817,1.1,0.159313082,0.97,0.14821118
290744.5206,81239.9814,41197.15663,25629.02562,41452.06447,26335.9404,12618.24621,2876.845909,774.4576352,500,12,12.6,23.5,3.149471159,13.5,2.5,0.7,2.4,0.36443641,2,0.42670122,1.2,0.17508618,1.075,0.164254658
285135.3016,88914.11645,40186.66034,20804.73844,42738.50785,27522.91236,11373.02454,3356.320227,774.4576352,510,10.4,12.2,23.5,3.149471159,13.5,3.198073776,0.77,2.326777041,0.350457431,1.9,0.398541159,1.1,0.157778921,0.95,0.14515528
301495.5238,83621.60952,34201.41305,16402.57639,36377.76002,28487.32708,12037.14277,2517.24017,697.0118717,435,9.4,10.8,21.5,2.845786943,12,2.784315036,0.64,1.926065238,0.288430567,1.55,0.342637195,1,0.140088121,0.82,0.125291925
285135.3016,84680.11091,43684.53213,26533.57946,45740.20907,27448.72662,10376.84721,3176.517358,851.9033987,430,10.6,8.9,18.5,2.466409415,10.5,2.620289866,0.7,2.134862597,0.325712718,1.8,0.387443598,1.1,0.160847244,0.99,0.151267081
295886.3047,84680.11091,33890.49112,16885.00511,33590.46603,29674.29904,12369.20188,2577.17446,697.0118717,445,9.5,11.2,23.5,3.098705295,13,2.95938451,0.65,2.017041401,0.315025921,1.8,0.387443598,1.1,0.153943517,0.9,0.137515528
300093.219,83621.60952,31791.76804,15437.71896,35019.84757,27819.65535,12452.21665,2397.371591,697.0118717,435,10.2,11.45,22.5,2.972246119,12.5,2.812702349,0.6,1.872255436,0.294555926,1.7,0.359283537,1,0.151977873,0.975,0.148975155
302897.8286,80181.48002,36533.32758,18392.59485,33590.46603,28190.58409,12950.30532,2756.977329,697.0118717,415,11,12.1,23.5,3.098705295,13,2.1,0.65,2.6,0.375239715,1.9,0.381478659,1,0.150060171,0.95,0.14515528
317388.3111,83621.60952,24796.02446,9286.752811,29302.32143,30267.78503,13116.33488,1977.831562,619.5661082,450,8.6,12.1,25,3.263011127,13.5,1.5,0.65,2.1,0.300538363,1.5,0.302963415,0.8,0.117363354,0.725,0.110776398
318790.6159,82563.10814,27438.86093,7598.2523,26943.8419,30564.52802,13946.48265,2037.765852,464.6745811,350,7.8,10.2,20.5,2.51626431,9.5,1.7,0.5,1.6,0.233174409,1.2,0.252608232,0.7,0.101973797,0.625,0.095496894
295418.8698,82033.85744,41119.42615,21709.29229,40380.02832,27819.65535,12037.14277,3056.648778,774.4576352,435,11.4,10.8,22,2.934399463,12.5,1.9,0.7,2.3,0.340691261,1.8,0.387443598,1.1,0.157778921,0.95,0.14515528
303365.2635,86426.6382,34978.7179,12904.96819,36520.69818,26855.24063,12286.1871,3176.517358,619.5661082,437,10.3,9.7,19,2.555021935,11,2.714396539,0.71,2.185391606,0.337633275,1.9,0.390009909,1.05,0.1477829,0.87,0.132931677
295418.8698,82721.88334,37932.4763,17910.16614,35734.53833,27151.98363,14029.49743,3536.123096,619.5661082,444,11.6,13,26,3.440236167,14.5,3.320567762,0.74,2.283049093,0.353828551,2,0.42670122,1.2,0.170867236,1.02,0.155850932
299158.3492,81769.2321,37077.44097,17970.46973,36449.2291,28190.58409,13863.46788,3476.188807,619.5661082,465,12,13.8,27,3.617461207,15.5,3.58764434,0.82,2.498527777,0.380710624,2.1,0.43779878,1.2,0.172401398,1.04,0.158906832
301028.0889,83356.98418,38010.20678,13869.82563,30874.64112,27597.09811,16602.95554,3596.057386,619.5661082,410,11.1,12.7,27,3.515929478,14.5,3.37314325,0.78,2.323376511,0.342811593,1.8,0.387443598,1.1,0.158546002,0.96,0.14668323
307572.1778,81504.60675,28838.00964,12724.05742,30946.1102,28264.76984,12618.24621,2217.568722,619.5661082,425,21,11.1,22,2.883633599,12,2.74488342,0.61,1.841890136,0.27712689,1.5,0.337088415,1,0.134718556,0.75,0.114596273
285135.3016,86797.11368,40575.31276,15075.89742,40880.31185,30416.15652,12120.15754,3296.385937,697.0118717,485,12,8.35,18,2.530094488,11.5,2.782215468,0.7,2.188792137,0.345279114,2,0.42670122,1.2,0.171250776,1.025,0.156614907
293081.6952,83356.98418,39487.08598,21709.29229,39665.33755,27448.72662,11622.06888,2756.977329,774.4576352,410,10.2,9.8,18,2.377796895,10,2.473607705,0.65,2.003559016,0.310134322,1.75,0.381894817,1.1,0.158546002,0.96,0.14668323
300093.219,83092.35883,33035.45579,15920.14768,33733.40419,28932.44157,12618.24621,2397.371591,697.0118717,425,10.2,11.4,22,2.934399463,12.5,2.812702349,0.6,1.872255436,0.294555926,1.7,0.359283537,1,0.151977873,0.975,0.148975155
300093.219,81557.53182,34045.95209,14472.86152,34162.21865,29674.29904,11290.00977,2637.10875,697.0118717,428,9.4,10,19.5,2.69440032,12,2.758027292,0.62,1.892419144,0.289047447,1.6,0.331123476,0.9,0.13083521,0.8,0.122236025
303832.6984,83356.98418,29615.31449,13688.91486,30803.17204,27819.65535,12120.15754,2217.568722,697.0118717,432,9.8,11.4,24,3.187317815,13.5,2.3,0.6,2,0.298805409,1.6,0.314060976,0.8,0.121198758,0.775,0.118416149
303832.6984,83092.35883,28371.62674,13085.87896,29659.66682,29674.29904,13282.36443,2157.634432,619.5661082,440,9.4,12,23,3.010092775,12.5,2.878421709,0.65,1.936147092,0.285676327,1.5,0.320025915,0.9,0.128917508,0.775,0.118416149
304767.5682,81239.9814,29226.66206,12904.96819,28587.63067,29674.29904,13365.37921,2157.634432,619.5661082,420,9.5,12.1,24,3.187317815,13.5,3.040347311,0.65,1.963111862,0.295459525,1.6,0.331123476,0.9,0.134670613,0.85,0.129875776
309909.3524,82827.73348,24485.10253,9045.538452,26800.90375,30045.22778,13033.3201,1917.897273,619.5661082,438,9.3,12.4,23,3.060858639,13,2.95938451,0.65,1.936147092,0.285676327,1.5,0.320025915,0.9,0.123164402,0.7,0.106956522
310376.7873,81345.83154,24485.10253,9045.538452,28015.87805,30416.15652,12867.29054,1917.897273,619.5661082,426,7.8,11.5,22.5,2.921480255,12,2.758027292,0.62,1.82500722,0.264589453,1.35,0.294848323,0.85,0.114702543,0.64,0.09778882
313181.3968,79916.85467,23863.25865,10673.73537,28373.22344,28709.88433,13199.34965,1738.094403,619.5661082,400,8.4,11.6,21.5,2.845786943,12,2.692307931,0.57,1.720668409,0.258794255,1.4,0.308928354,0.9,0.124698564,0.72,0.110012422
287472.4762,87326.36437,42285.38341,20020.79177,41809.40985,31454.75699,7886.403881,3356.320227,697.0118717,490.16,11.64,7.26,15.8,2.21,9.64,2.32,0.73,2.29,0.34,1.97,0.4,1.09,0.16160953,1.01,0.15
312246.527,80446.10536,22697.30139,8623.413325,26372.08929,29451.7418,14527.5861,1738.094403,619.5661082,439.74,8.4,11.55,23.19,2.93,11.6,2.29,0.65,1.92,0.26,1.42,0.26,0.73,0.110042527,0.7,0.1
250919.0654,99128.65483,58220.13268,27558.74048,51457.7352,30045.22778,11622.06888,5873.560398,1006.794926,1007.068737,15.58334065,20.50084708,37.58810129,5.096512434,22.17380321,4.303362125,1.267652721,3.781554566,0.548958975,2.806971396,0.52121488,1.22906677,0.190624704,1.248318559,0.190736873
258958.946,99499.13032,55810.48767,20563.52408,47169.5906,31825.68572,11788.09843,6113.297557,929.3491622,742,17.9,17,34,4.604207167,20,4.2,1.3,4,0.597610818,3.2,0.645184451,1.7,0.253184589,1.59,0.242944099
302430.3936,90766.49388,31247.65465,8201.288197,30588.76481,32419.17171,19342.4432,3176.517358,619.5661082,596,13.4,21.5,39,4.779610268,18,3.5,0.92,3.2,0.459011419,2.3,0.477056402,1.3,0.193927601,1.22,0.186409938
296914.6616,92036.69554,32413.61192,8563.109735,24656.83145,29303.37031,19923.54665,3296.385937,619.5661082,468.0516399,12.38264525,19.7257414,35.49884313,4.335655469,16.23758895,2.855765239,0.864632626,2.772217208,0.414344665,2.220062272,0.437116566,1.117912388,0.16915602,1.080292501,0.165063326
269709.9492,102145.3838,44228.64552,13327.09332,40808.84278,34348.00114,15274.7191,4854.677471,774.4576352,785,17.3,23,42,5.615880574,24,4.9,1.35,4.5,0.639293878,3.15,0.622573171,1.6,0.240096273,1.52,0.232248447
304767.5682,84680.11091,29226.66206,10432.52102,27872.9399,29525.92755,22746.04909,3176.517358,542.1203446,516,12.5,24,45,5.335301866,19,3.6,0.89,3.3,0.468081771,2.3,0.459993902,1.2,0.180839286,1.15,0.175714286
298644.1708,86691.26354,32413.61192,12482.84306,32304.02265,28858.25582,21666.85698,3416.254517,619.5661082,541.1695882,13.01623509,22.75639277,41.38483677,4.986555513,18.26030338,3.306574625,0.927715361,2.704399513,0.408277065,2.221203045,0.425341207,1.048157331,0.16656408,1.116693862,0.170625273
263399.5778,105850.1386,47182.40392,13025.57537,45025.5183,35238.23011,15108.68954,5334.15179,774.4576352,1130,17,28,46,6.426312464,29,5.5,1.55,5,0.684645637,3.15,0.605510671,1.5,0.219337151,1.35,0.206273292
258024.0762,98176.00358,57676.01929,24121.43587,51815.08059,30193.59928,10874.93588,6113.297557,1006.794926,728,16.5,15.5,30.5,4.166676638,18.3,3.9,1.2,4,0.579267322,2.95,0.600378049,1.6,0.238562112,1.5,0.229192547
267372.7746,99499.13032,46482.82956,16523.18357,44668.17292,33012.65769,15108.68954,5274.2175,697.0118717,877,14.6,19,34,4.654973031,20.5,4.25,1.2,4,0.568261225,2.8,0.549606707,1.4,0.197043866,1.16,0.177242236
260828.6857,89178.7418,52079.42442,27679.34766,50385.69905,27597.09811,12286.1871,5214.28321,851.9033987,785,15,17,32,4.351288815,19,4.1,1.15,4,0.560923826,2.7,0.538509146,1.4,0.20087927,1.21,0.184881988
260127.5333,91824.99527,56510.06202,26714.49023,48598.97213,27819.65535,11373.02454,5753.691818,1006.794926,710,15.5,17,33,4.528513856,20,4.2,1.22,3.7,0.552056267,2.95,0.583315549,1.5,0.221638393,1.38,0.210857143
253349.727,95000.49942,56276.87057,25930.54356,52029.48782,29154.99881,12950.30532,5633.823238,929.3491622,1025,14.5,19,39,5.134971318,21.5,4,1.27,4,0.553586428,2.6,0.527411585,1.4,0.199345109,1.19,0.181826087
260828.6857,97911.37824,54566.79992,21347.47075,46597.83799,32938.47194,14195.52699,5633.823238,929.3491622,992,14.2,22,41,5.590953127,24.5,4.65,1.34,3.85,0.550986998,2.75,0.526995427,1.3,0.190859278,1.18,0.180298137
258958.946,92618.87131,58686.51558,25086.29331,49313.6629,28635.69858,13448.39399,5693.757528,929.3491622,772,12.5,16.5,35,4.679900479,20,4.05,1.22,3.7,0.515369275,2.45,0.476640244,1.2,0.169333075,1,0.152795031
269242.5143,97117.5022,49980.70135,17789.55896,46597.83799,31528.94273,13282.36443,5094.414631,851.9033987,765,12.8,17,36.5,4.742674582,19.5,3.95,1.14,3.7,0.511700576,2.4,0.471091463,1.2,0.173935559,1.06,0.161962733
258024.0762,88702.41618,58297.86316,31599.08099,50600.10628,26855.24063,11954.12799,5214.28321,1006.794926,742,13.4,15.6,32.5,4.287603742,18,3.85,1.12,3.45,0.503699493,2.6,0.510349085,1.3,0.19316052,1.21,0.184881988
276721.473,95000.49942,47026.94295,16704.09434,41452.06447,32864.28619,16270.89643,4854.677471,851.9033987,750,15.2,20.5,39.5,5.122052109,21,3.9,1.2,3.8,0.546451822,2.75,0.544057927,1.4,0.207782997,1.3,0.19863354
262698.4254,94735.87408,53400.84265,19900.1846,47026.65245,30193.59928,13863.46788,5394.086079,929.3491622,838,13.5,18,38,4.957746278,20.5,4,1.21,3.7,0.526375373,2.6,0.510349085,1.3,0.192393439,1.2,0.183354037
254985.7492,96059.00081,56743.25348,26533.57946,48241.62675,31158.014,12867.29054,5693.757528,1006.794926,989.26,15.61,19.99,39.26,5.36,22.21,4.41,1.33,3.76,0.51,2.79,0.55,1.44,0.208569255,1.27,0.18
252508.3441,99763.75566,58608.7851,27679.34766,51743.61151,30267.78503,11705.08366,5873.560398,1006.794926,1007.07,15.58,20.5,37.59,5.096270007,22.17,4.3,1.27,3.78,0.549040191,2.81,0.521710213,1.23,0.190825718,1.25,0.190993789
302243.4197,87749.76493,32802.26434,12663.75383,32661.36804,29229.18456,21915.90131,3476.188807,619.5661082,541.17,13.02,22.76,41.38,4.986158599,18.26,3.31,0.93,2.7,0.407789741,2.22,0.425522104,1.05,0.166959918,1.12,0.171130435
260548.2247,97329.20247,55810.48767,22493.23895,48598.97213,31825.68572,14029.49743,5573.888949,929.3491622,976.12,15.36,22.42,43.39,5.623623818,23.04,4.69,1.36,3.82,0.553402071,2.82,0.58424497,1.59,0.215544895,1.21,0.184881988
259519.8679,92513.02117,57831.48025,28825.11587,53172.99304,28264.76984,11456.03932,5633.823238,1006.794926,733.36,15.08,15.79,34.24,4.463984065,18.44,4.6,1.19,3.55,0.514237325,2.62,0.488681098,1.16,0.185422593,1.25,0.190993789
